aid, adid, context_name, load_result_type, num_potential_contexts_to_load, num_existing_contexts, num_contexts_loaded, message
493194, 1468, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104577, 
493194, 1468, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104578, 
493194, 1468, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104579, 
540246, 1947, biology, success, 2, null, 2, null, 
540246, 1947, assay format, success, 2, null, 2, null, 
540246, 1947, assay component, success, 6, null, 6, null, 
540246, 1947, detection method type, success, 2, null, 2, null, 
540246, 1947, assay readout, success, 3, null, 3, null, 
540246, 1947, assay footprint, success, 1, null, 1, null, 
540246, 1947, activity threshold, success, 3, null, 3, null, 
540246, 1947, number of replicates, success, 2, null, 2, null, 
540246, 1947, project lead name, success, 1, null, 1, null, 
540246, 1947, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104583, 
540246, 1947, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104584, 
540246, 1947, assay component, success, 3, null, 3, null, 
540246, 1947, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104586, 
540246, 1947, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104587, 
540246, 1947, detection method, success, 2, null, 2, null, 
540246, 1947, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104588, 
540246, 1947, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104589, 
540246, 1947, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104590, 
540246, 1947, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104591, 
540326, 2050, biology, success, 1, null, 1, null, 
540326, 2050, assay format, success, 2, null, 2, null, 
540326, 2050, assay component, success, 6, null, 6, null, 
540326, 2050, detection method type, success, 2, null, 2, null, 
540326, 2050, assay readout, success, 3, null, 3, null, 
540326, 2050, detection method, success, 2, null, 2, null, 
540326, 2050, assay footprint, success, 1, null, 1, null, 
540326, 2050, measurement wavelength, success, 2, null, 2, null, 
540326, 2050, activity threshold, success, 3, null, 3, null, 
540326, 2050, number of replicates, success, 2, null, 2, null, 
540326, 2050, project lead name, success, 1, null, 1, null, 
540354, 5414, biology, success, 2, null, 2, null, 
540354, 5414, assay format, success, 2, null, 2, null, 
540354, 5414, assay component, success, 6, null, 6, null, 
540354, 5414, detection method type, success, 2, null, 2, null, 
540354, 5414, assay readout, success, 3, null, 3, null, 
540354, 5414, assay footprint, success, 1, null, 1, null, 
540354, 5414, measurement wavelength, success, 2, null, 2, null, 
540354, 5414, activity threshold, success, 3, null, 3, null, 
540354, 5414, number of replicates, success, 2, null, 2, null, 
540354, 5414, project lead name, success, 1, null, 1, null, 
540354, 5414, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104605, 
540354, 5414, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104606, 
540354, 5414, assay component, success, 4, null, 4, null, 
540354, 5414, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104608, 
540354, 5414, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104609, 
540354, 5414, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104610, 
540354, 5414, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104611, 
540354, 5414, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104612, 
540354, 5414, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104613, 
540354, 5414, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104614, 
540354, 5414, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104605, 
540354, 5414, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104606, 
540354, 5414, assay component, success, 6, null, 6, null, 
540354, 5414, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104608, 
540354, 5414, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104609, 
540354, 5414, detection method, success, 2, null, 2, null, 
540354, 5414, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104610, 
540354, 5414, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104611, 
540354, 5414, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104612, 
540354, 5414, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104613, 
540354, 5414, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104614, 
588392, 5163, biology, success, 2, null, 2, null, 
588392, 5163, assay format, success, 2, null, 2, null, 
588392, 5163, assay component, success, 6, null, 6, null, 
588392, 5163, detection method type, success, 2, null, 2, null, 
588392, 5163, assay readout, success, 3, null, 3, null, 
588392, 5163, assay footprint, success, 1, null, 1, null, 
588392, 5163, measurement wavelength, success, 2, null, 2, null, 
588392, 5163, activity threshold, success, 3, null, 3, null, 
588392, 5163, number of replicates, success, 2, null, 2, null, 
588392, 5163, project lead name, success, 1, null, 1, null, 
588392, 5163, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104618, 
588392, 5163, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104619, 
588392, 5163, assay component, success, 4, null, 4, null, 
588392, 5163, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104621, 
588392, 5163, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104622, 
588392, 5163, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104623, 
588392, 5163, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104624, 
588392, 5163, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104625, 
588392, 5163, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104626, 
588392, 5163, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104627, 
588392, 5163, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104618, 
588392, 5163, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104619, 
588392, 5163, assay component, success, 6, null, 6, null, 
588392, 5163, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104621, 
588392, 5163, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104622, 
588392, 5163, detection method, success, 2, null, 2, null, 
588392, 5163, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104623, 
588392, 5163, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104624, 
588392, 5163, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104625, 
588392, 5163, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104626, 
588392, 5163, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104627, 
588403, 5168, biology, success, 1, null, 1, null, 
588403, 5168, assay format, success, 2, null, 2, null, 
588403, 5168, assay component, success, 6, null, 6, null, 
588403, 5168, detection method type, success, 2, null, 2, null, 
588403, 5168, assay readout, success, 3, null, 3, null, 
588403, 5168, detection method, success, 2, null, 2, null, 
588403, 5168, assay footprint, success, 1, null, 1, null, 
588403, 5168, measurement wavelength, success, 2, null, 2, null, 
588403, 5168, activity threshold, success, 3, null, 3, null, 
588403, 5168, number of replicates, success, 2, null, 2, null, 
588403, 5168, project lead name, success, 1, null, 1, null, 
588548, 5221, biology, success, 2, null, 2, null, 
588548, 5221, assay format, success, 2, null, 2, null, 
588548, 5221, assay component, success, 6, null, 6, null, 
588548, 5221, detection method type, success, 2, null, 2, null, 
588548, 5221, assay readout, success, 3, null, 3, null, 
588548, 5221, assay footprint, success, 1, null, 1, null, 
588548, 5221, measurement wavelength, success, 2, null, 2, null, 
588548, 5221, activity threshold, success, 3, null, 3, null, 
588548, 5221, number of replicates, success, 2, null, 2, null, 
588548, 5221, project lead name, success, 1, null, 1, null, 
588548, 5221, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104642, 
588548, 5221, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104643, 
588548, 5221, assay component, success, 4, null, 4, null, 
588548, 5221, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104645, 
588548, 5221, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104646, 
588548, 5221, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104647, 
588548, 5221, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104648, 
588548, 5221, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104649, 
588548, 5221, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104650, 
588548, 5221, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104651, 
588548, 5221, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104642, 
588548, 5221, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104643, 
588548, 5221, assay component, success, 6, null, 6, null, 
588548, 5221, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104645, 
588548, 5221, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104646, 
588548, 5221, detection method, success, 2, null, 2, null, 
588548, 5221, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104647, 
588548, 5221, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104648, 
588548, 5221, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104649, 
588548, 5221, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104650, 
588548, 5221, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104651, 
588553, 5223, biology, success, 2, null, 2, null, 
588553, 5223, assay format, success, 2, null, 2, null, 
588553, 5223, assay component, success, 6, null, 6, null, 
588553, 5223, detection method type, success, 2, null, 2, null, 
588553, 5223, assay readout, success, 3, null, 3, null, 
588553, 5223, assay footprint, success, 1, null, 1, null, 
588553, 5223, measurement wavelength, success, 2, null, 2, null, 
588553, 5223, activity threshold, success, 3, null, 3, null, 
588553, 5223, number of replicates, success, 2, null, 2, null, 
588553, 5223, project lead name, success, 1, null, 1, null, 
588553, 5223, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104655, 
588553, 5223, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104656, 
588553, 5223, assay component, success, 4, null, 4, null, 
588553, 5223, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104658, 
588553, 5223, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104659, 
588553, 5223, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104660, 
588553, 5223, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104661, 
588553, 5223, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104662, 
588553, 5223, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104663, 
588553, 5223, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104664, 
588553, 5223, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104655, 
588553, 5223, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104656, 
588553, 5223, assay component, success, 6, null, 6, null, 
588553, 5223, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104658, 
588553, 5223, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104659, 
588553, 5223, detection method, success, 2, null, 2, null, 
588553, 5223, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104660, 
588553, 5223, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104661, 
588553, 5223, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104662, 
588553, 5223, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104663, 
588553, 5223, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104664, 
588754, 5499, biology, success, 2, null, 2, null, 
588754, 5499, assay format, success, 2, null, 2, null, 
588754, 5499, assay component, success, 6, null, 6, null, 
588754, 5499, detection method type, success, 2, null, 2, null, 
588754, 5499, assay readout, success, 3, null, 3, null, 
588754, 5499, assay footprint, success, 1, null, 1, null, 
588754, 5499, measurement wavelength, success, 2, null, 2, null, 
588754, 5499, activity threshold, success, 3, null, 3, null, 
588754, 5499, number of replicates, success, 2, null, 2, null, 
588754, 5499, project lead name, success, 1, null, 1, null, 
588754, 5499, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104668, 
588754, 5499, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104669, 
588754, 5499, assay component, success, 4, null, 4, null, 
588754, 5499, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104671, 
588754, 5499, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104672, 
588754, 5499, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104673, 
588754, 5499, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104674, 
588754, 5499, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104675, 
588754, 5499, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104676, 
588754, 5499, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104677, 
588754, 5499, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104668, 
588754, 5499, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104669, 
588754, 5499, assay component, success, 6, null, 6, null, 
588754, 5499, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104671, 
588754, 5499, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104672, 
588754, 5499, detection method, success, 2, null, 2, null, 
588754, 5499, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104673, 
588754, 5499, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104674, 
588754, 5499, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104675, 
588754, 5499, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104676, 
588754, 5499, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104677, 
588777, 5509, biology, success, 2, null, 2, null, 
588777, 5509, assay format, success, 2, null, 2, null, 
588777, 5509, assay component, success, 6, null, 6, null, 
588777, 5509, detection method type, success, 2, null, 2, null, 
588777, 5509, assay readout, success, 3, null, 3, null, 
588777, 5509, assay footprint, success, 1, null, 1, null, 
588777, 5509, measurement wavelength, success, 2, null, 2, null, 
588777, 5509, activity threshold, success, 3, null, 3, null, 
588777, 5509, number of replicates, success, 2, null, 2, null, 
588777, 5509, project lead name, success, 1, null, 1, null, 
588777, 5509, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104681, 
588777, 5509, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104682, 
588777, 5509, assay component, success, 4, null, 4, null, 
588777, 5509, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104684, 
588777, 5509, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104685, 
588777, 5509, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104686, 
588777, 5509, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104687, 
588777, 5509, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104688, 
588777, 5509, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104689, 
588777, 5509, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104690, 
588777, 5509, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104681, 
588777, 5509, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104682, 
588777, 5509, assay component, success, 6, null, 6, null, 
588777, 5509, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104684, 
588777, 5509, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104685, 
588777, 5509, detection method, success, 2, null, 2, null, 
588777, 5509, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104686, 
588777, 5509, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104687, 
588777, 5509, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104688, 
588777, 5509, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104689, 
588777, 5509, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104690, 
588810, 5516, biology, success, 2, null, 2, null, 
588810, 5516, assay format, success, 2, null, 2, null, 
588810, 5516, assay component, success, 6, null, 6, null, 
588810, 5516, detection method type, success, 2, null, 2, null, 
588810, 5516, assay readout, success, 3, null, 3, null, 
588810, 5516, assay footprint, success, 1, null, 1, null, 
588810, 5516, measurement wavelength, success, 2, null, 2, null, 
588810, 5516, activity threshold, success, 3, null, 3, null, 
588810, 5516, number of replicates, success, 2, null, 2, null, 
588810, 5516, project lead name, success, 1, null, 1, null, 
588810, 5516, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104694, 
588810, 5516, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104695, 
588810, 5516, assay component, success, 4, null, 4, null, 
588810, 5516, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104697, 
588810, 5516, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104698, 
588810, 5516, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104699, 
588810, 5516, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104700, 
588810, 5516, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104701, 
588810, 5516, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104702, 
588810, 5516, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104703, 
588810, 5516, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104694, 
588810, 5516, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104695, 
588810, 5516, assay component, success, 6, null, 6, null, 
588810, 5516, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104697, 
588810, 5516, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104698, 
588810, 5516, detection method, success, 2, null, 2, null, 
588810, 5516, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104699, 
588810, 5516, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104700, 
588810, 5516, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104701, 
588810, 5516, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104702, 
588810, 5516, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104703, 
588818, 5519, biology, success, 2, null, 2, null, 
588818, 5519, assay format, success, 2, null, 2, null, 
588818, 5519, assay component, success, 6, null, 6, null, 
588818, 5519, detection method type, success, 1, null, 1, null, 
588818, 5519, assay readout, success, 3, null, 3, null, 
588818, 5519, assay footprint, success, 1, null, 1, null, 
588818, 5519, activity threshold, success, 3, null, 3, null, 
588818, 5519, number of replicates, success, 2, null, 2, null, 
588818, 5519, project lead name, success, 1, null, 1, null, 
588818, 5519, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104707, 
588818, 5519, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104708, 
588818, 5519, assay component, success, 5, null, 5, null, 
588818, 5519, detection method type, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104710, 
588818, 5519, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104711, 
588818, 5519, detection method, success, 2, null, 2, null, 
588818, 5519, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104712, 
588818, 5519, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104713, 
588818, 5519, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104714, 
588818, 5519, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104715, 
588825, 5632, biology, success, 2, null, 2, null, 
588825, 5632, assay format, success, 2, null, 2, null, 
588825, 5632, assay component, success, 6, null, 6, null, 
588825, 5632, detection method type, success, 2, null, 2, null, 
588825, 5632, assay readout, success, 3, null, 3, null, 
588825, 5632, assay footprint, success, 1, null, 1, null, 
588825, 5632, measurement wavelength, success, 2, null, 2, null, 
588825, 5632, activity threshold, success, 3, null, 3, null, 
588825, 5632, number of replicates, success, 2, null, 2, null, 
588825, 5632, project lead name, success, 1, null, 1, null, 
588825, 5632, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104718, 
588825, 5632, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104719, 
588825, 5632, assay component, success, 4, null, 4, null, 
588825, 5632, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104721, 
588825, 5632, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104722, 
588825, 5632, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104723, 
588825, 5632, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104724, 
588825, 5632, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104725, 
588825, 5632, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104726, 
588825, 5632, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104727, 
588825, 5632, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104718, 
588825, 5632, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104719, 
588825, 5632, assay component, success, 6, null, 6, null, 
588825, 5632, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 104721, 
588825, 5632, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 104722, 
588825, 5632, detection method, success, 2, null, 2, null, 
588825, 5632, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 104723, 
