aid, adid, context_name, load_result_type, num_potential_contexts_to_load, num_existing_contexts, num_contexts_loaded, message
2633, 2528, activity threshold, success, 3, null, 3, null, 
2633, 2528, number of replicates, success, 2, null, 2, null, 
2633, 2528, project lead name, success, 1, null, 1, null, 
2633, 2528, biology, success, 2, null, 2, null, 
2635, 2530, biology, success, 2, null, 2, null, 
2635, 2530, assay format, success, 2, null, 2, null, 
2635, 2530, assay component, success, 6, null, 6, null, 
2635, 2530, detection method type, success, 2, null, 2, null, 
2635, 2530, assay readout, success, 3, null, 3, null, 
2635, 2530, detection method, success, 2, null, 2, null, 
2635, 2530, assay footprint, success, 1, null, 1, null, 
2635, 2530, activity threshold, success, 3, null, 3, null, 
2635, 2530, number of replicates, success, 2, null, 2, null, 
2635, 2530, project lead name, success, 1, null, 1, null, 
493045, 1121, biology, success, 2, null, 2, null, 
493045, 1121, assay format, success, 2, null, 2, null, 
493045, 1121, assay component, success, 6, null, 6, null, 
493045, 1121, detection method type, success, 2, null, 2, null, 
493045, 1121, assay readout, success, 3, null, 3, null, 
493045, 1121, detection method, success, 2, null, 2, null, 
493045, 1121, assay footprint, success, 1, null, 1, null, 
493045, 1121, activity threshold, success, 3, null, 3, null, 
493045, 1121, number of replicates, success, 2, null, 2, null, 
493045, 1121, project lead name, success, 1, null, 1, null, 
493045, 1121, biology, success, 2, null, 2, null, 
493049, 1125, biology, success, 2, null, 2, null, 
493049, 1125, assay format, success, 2, null, 2, null, 
493049, 1125, assay component, success, 6, null, 6, null, 
493049, 1125, detection method type, success, 2, null, 2, null, 
493049, 1125, assay readout, success, 3, null, 3, null, 
493049, 1125, detection method, success, 2, null, 2, null, 
493049, 1125, assay footprint, success, 1, null, 1, null, 
493049, 1125, activity threshold, success, 3, null, 3, null, 
493049, 1125, number of replicates, success, 2, null, 2, null, 
493049, 1125, project lead name, success, 1, null, 1, null, 
493049, 1125, biology, success, 2, null, 2, null, 
493050, 1126, biology, success, 2, null, 2, null, 
493050, 1126, assay format, success, 2, null, 2, null, 
493050, 1126, assay component, success, 6, null, 6, null, 
493050, 1126, detection method type, success, 2, null, 2, null, 
493050, 1126, assay readout, success, 3, null, 3, null, 
493050, 1126, detection method, success, 2, null, 2, null, 
493050, 1126, assay footprint, success, 1, null, 1, null, 
493050, 1126, activity threshold, success, 3, null, 3, null, 
493050, 1126, number of replicates, success, 2, null, 2, null, 
493050, 1126, project lead name, success, 1, null, 1, null, 
493050, 1126, biology, success, 2, null, 2, null, 
493051, 1127, biology, success, 2, null, 2, null, 
493051, 1127, assay format, success, 2, null, 2, null, 
493051, 1127, assay component, success, 6, null, 6, null, 
493051, 1127, detection method type, success, 2, null, 2, null, 
493051, 1127, assay readout, success, 3, null, 3, null, 
493051, 1127, detection method, success, 2, null, 2, null, 
493051, 1127, assay footprint, success, 1, null, 1, null, 
493051, 1127, activity threshold, success, 3, null, 3, null, 
493051, 1127, number of replicates, success, 2, null, 2, null, 
493051, 1127, project lead name, success, 1, null, 1, null, 
493052, 1128, biology, success, 2, null, 2, null, 
493052, 1128, assay format, success, 2, null, 2, null, 
493052, 1128, assay component, success, 6, null, 6, null, 
493052, 1128, detection method type, success, 2, null, 2, null, 
493052, 1128, assay readout, success, 3, null, 3, null, 
493052, 1128, detection method, success, 2, null, 2, null, 
493052, 1128, assay footprint, success, 1, null, 1, null, 
493052, 1128, activity threshold, success, 3, null, 3, null, 
493052, 1128, number of replicates, success, 2, null, 2, null, 
493052, 1128, project lead name, success, 1, null, 1, null, 
493053, 1129, biology, success, 2, null, 2, null, 
493053, 1129, assay format, success, 2, null, 2, null, 
493053, 1129, assay component, success, 6, null, 6, null, 
493053, 1129, detection method type, success, 2, null, 2, null, 
493053, 1129, assay readout, success, 3, null, 3, null, 
493053, 1129, detection method, success, 2, null, 2, null, 
493053, 1129, assay footprint, success, 1, null, 1, null, 
493053, 1129, activity threshold, success, 3, null, 3, null, 
493053, 1129, number of replicates, success, 2, null, 2, null, 
493053, 1129, project lead name, success, 1, null, 1, null, 
493053, 1129, biology, success, 2, null, 2, null, 
493053, 1129, activity threshold, success, 1, null, 1, null, 
493054, 1130, biology, success, 2, null, 2, null, 
493054, 1130, assay format, success, 2, null, 2, null, 
493054, 1130, assay component, success, 6, null, 6, null, 
493054, 1130, detection method type, success, 2, null, 2, null, 
493054, 1130, assay readout, success, 3, null, 3, null, 
493054, 1130, detection method, success, 2, null, 2, null, 
493054, 1130, assay footprint, success, 1, null, 1, null, 
493054, 1130, activity threshold, success, 3, null, 3, null, 
493054, 1130, number of replicates, success, 2, null, 2, null, 
493054, 1130, project lead name, success, 1, null, 1, null, 
493054, 1130, activity threshold, success, 1, null, 1, null, 
493093, 1157, biology, success, 2, null, 2, null, 
493093, 1157, assay format, success, 2, null, 2, null, 
493093, 1157, assay component, success, 6, null, 6, null, 
493093, 1157, detection method type, success, 2, null, 2, null, 
493093, 1157, assay readout, success, 3, null, 3, null, 
493093, 1157, detection method, success, 2, null, 2, null, 
493093, 1157, assay footprint, success, 1, null, 1, null, 
493093, 1157, activity threshold, success, 3, null, 3, null, 
493093, 1157, number of replicates, success, 2, null, 2, null, 
493093, 1157, project lead name, success, 1, null, 1, null, 
540314, 5395, biology, success, 2, null, 2, null, 
540314, 5395, assay format, success, 2, null, 2, null, 
540314, 5395, assay component, success, 6, null, 6, null, 
540314, 5395, detection method type, success, 2, null, 2, null, 
540314, 5395, assay readout, success, 3, null, 3, null, 
540314, 5395, detection method, success, 2, null, 2, null, 
540314, 5395, assay footprint, success, 1, null, 1, null, 
540314, 5395, activity threshold, success, 3, null, 3, null, 
540314, 5395, number of replicates, success, 2, null, 2, null, 
540314, 5395, project lead name, success, 1, null, 1, null, 
540315, 5396, biology, success, 2, null, 2, null, 
540315, 5396, assay format, success, 2, null, 2, null, 
540315, 5396, assay component, success, 6, null, 6, null, 
540315, 5396, detection method type, success, 2, null, 2, null, 
540315, 5396, assay readout, success, 3, null, 3, null, 
540315, 5396, detection method, success, 2, null, 2, null, 
540315, 5396, assay footprint, success, 1, null, 1, null, 
540315, 5396, activity threshold, success, 3, null, 3, null, 
540315, 5396, number of replicates, success, 2, null, 2, null, 
540315, 5396, project lead name, success, 1, null, 1, null, 
540315, 5396, biology, success, 2, null, 2, null, 
540316, 5397, biology, success, 2, null, 2, null, 
540316, 5397, assay format, success, 2, null, 2, null, 
540316, 5397, assay component, success, 6, null, 6, null, 
540316, 5397, detection method type, success, 2, null, 2, null, 
540316, 5397, assay readout, success, 3, null, 3, null, 
540316, 5397, detection method, success, 2, null, 2, null, 
540316, 5397, assay footprint, success, 1, null, 1, null, 
540316, 5397, activity threshold, success, 3, null, 3, null, 
540316, 5397, number of replicates, success, 2, null, 2, null, 
540316, 5397, project lead name, success, 1, null, 1, null, 
540318, 5398, biology, success, 2, null, 2, null, 
540318, 5398, assay format, success, 2, null, 2, null, 
540318, 5398, assay component, success, 6, null, 6, null, 
540318, 5398, detection method type, success, 2, null, 2, null, 
540318, 5398, assay readout, success, 3, null, 3, null, 
540318, 5398, detection method, success, 2, null, 2, null, 
540318, 5398, assay footprint, success, 1, null, 1, null, 
540318, 5398, activity threshold, success, 3, null, 3, null, 
540318, 5398, number of replicates, success, 2, null, 2, null, 
540318, 5398, project lead name, success, 1, null, 1, null, 
540318, 5398, biology, success, 2, null, 2, null, 
504523, 1436, biology, success, 2, null, 2, null, 
504523, 1436, assay format, success, 2, null, 2, null, 
504523, 1436, assay component, success, 5, null, 5, null, 
504523, 1436, activity threshold, success, 3, null, 3, null, 
504523, 1436, number of replicates, success, 2, null, 2, null, 
504523, 1436, project lead name, success, 1, null, 1, null, 
504523, 1436, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 124905, 
504523, 1436, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 124906, 
504523, 1436, assay component, success, 5, null, 5, null, 
504523, 1436, detection method type, success, 2, null, 2, null, 
504523, 1436, assay readout, success, 3, null, 3, null, 
504523, 1436, detection method, success, 2, null, 2, null, 
504523, 1436, assay footprint, success, 1, null, 1, null, 
504523, 1436, measurement wavelength, success, 2, null, 2, null, 
504523, 1436, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 124908, 
504523, 1436, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 124909, 
504523, 1436, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 124910, 
504523, 1436, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 124911, 
504523, 1436, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 124906, 
504523, 1436, assay component, success, 5, null, 5, null, 
504523, 1436, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 124908, 
504523, 1436, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 124909, 
504523, 1436, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 124921, 
588683, 140, biology, success, 2, null, 2, null, 
588683, 140, assay format, success, 2, null, 2, null, 
588683, 140, assay component, success, 5, null, 5, null, 
588683, 140, activity threshold, success, 3, null, 3, null, 
588683, 140, number of replicates, success, 2, null, 2, null, 
588683, 140, project lead name, success, 1, null, 1, null, 
588683, 140, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 124928, 
588683, 140, assay component, success, 5, null, 5, null, 
588683, 140, detection method type, success, 2, null, 2, null, 
588683, 140, assay readout, success, 3, null, 3, null, 
588683, 140, detection method, success, 2, null, 2, null, 
588683, 140, assay footprint, success, 1, null, 1, null, 
588683, 140, measurement wavelength, success, 2, null, 2, null, 
588683, 140, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 124931, 
588683, 140, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 124932, 
588683, 140, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 124933, 
588683, 140, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 124934, 
588683, 140, assay format, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 124935, 
588683, 140, assay component, success, 5, null, 5, null, 
588683, 140, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 124942, 
588683, 140, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 124932, 
588683, 140, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 124944, 
1885, 4353, biology, success, 2, null, 2, null, 
1885, 4353, assay format, success, 2, null, 2, null, 
1885, 4353, assay component, success, 5, null, 5, null, 
1885, 4353, detection method type, success, 2, null, 2, null, 
1885, 4353, assay readout, success, 3, null, 3, null, 
1885, 4353, detection method, success, 2, null, 2, null, 
1885, 4353, assay footprint, success, 1, null, 1, null, 
1885, 4353, measurement wavelength, success, 1, null, 1, null, 
1885, 4353, activity threshold, success, 3, null, 3, null, 
1885, 4353, number of replicates, success, 2, null, 2, null, 
1885, 4353, project lead name, success, 1, null, 1, null, 
1885, 4353, assay component, success, 3, null, 3, null, 
1968, null, project lead name, fail, 1, null, 0, could not find ADID for AID, 
2010, 4426, biology, success, 2, null, 2, null, 
2010, 4426, assay format, success, 2, null, 2, null, 
2010, 4426, assay component, success, 5, null, 5, null, 
2010, 4426, detection method type, success, 2, null, 2, null, 
2010, 4426, assay readout, success, 3, null, 3, null, 
2010, 4426, detection method, success, 2, null, 2, null, 
2010, 4426, assay footprint, success, 1, null, 1, null, 
2010, 4426, measurement wavelength, success, 1, null, 1, null, 
2010, 4426, activity threshold, success, 3, null, 3, null, 
2010, 4426, number of replicates, success, 2, null, 2, null, 
2010, 4426, project lead name, success, 1, null, 1, null, 
2010, 4426, assay component, success, 2, null, 2, null, 
2010, 4426, activity threshold, success, 1, null, 1, null, 
2044, 4163, biology, success, 2, null, 2, null, 
2044, 4163, assay format, success, 2, null, 2, null, 
2044, 4163, assay component, success, 5, null, 5, null, 
2044, 4163, detection method type, success, 2, null, 2, null, 
2044, 4163, assay readout, success, 3, null, 3, null, 
2044, 4163, detection method, success, 2, null, 2, null, 
2044, 4163, assay footprint, success, 1, null, 1, null, 
2044, 4163, measurement wavelength, success, 1, null, 1, null, 
2044, 4163, activity threshold, success, 3, null, 3, null, 
2044, 4163, number of replicates, success, 2, null, 2, null, 
2044, 4163, project lead name, success, 1, null, 1, null, 
2044, 4163, assay component, success, 3, null, 3, null, 
2044, 4163, activity threshold, success, 1, null, 1, null, 
2294, 4514, biology, success, 2, null, 2, null, 
2294, 4514, assay format, success, 2, null, 2, null, 
2294, 4514, assay component, success, 5, null, 5, null, 
2294, 4514, detection method type, success, 2, null, 2, null, 
2294, 4514, assay readout, success, 3, null, 3, null, 
2294, 4514, detection method, success, 2, null, 2, null, 
2294, 4514, assay footprint, success, 1, null, 1, null, 
2294, 4514, measurement wavelength, success, 1, null, 1, null, 
2294, 4514, activity threshold, success, 3, null, 3, null, 
2294, 4514, number of replicates, success, 2, null, 2, null, 
2294, 4514, project lead name, success, 1, null, 1, null, 
2294, 4514, assay component, success, 3, null, 3, null, 
2396, 2164, biology, success, 2, null, 2, null, 
2396, 2164, assay format, success, 2, null, 2, null, 
2396, 2164, assay component, success, 5, null, 5, null, 
2396, 2164, detection method type, success, 2, null, 2, null, 
2396, 2164, assay readout, success, 3, null, 3, null, 
2396, 2164, detection method, success, 2, null, 2, null, 
2396, 2164, assay footprint, success, 1, null, 1, null, 
2396, 2164, measurement wavelength, success, 1, null, 1, null, 
2396, 2164, activity threshold, success, 3, null, 3, null, 
2396, 2164, number of replicates, success, 2, null, 2, null, 
2396, 2164, project lead name, success, 1, null, 1, null, 
2396, 2164, assay component, success, 3, null, 3, null, 
2396, 2164, activity threshold, success, 1, null, 1, null, 
2586, 2636, biology, success, 2, null, 2, null, 
2586, 2636, assay format, success, 2, null, 2, null, 
2586, 2636, assay component, success, 5, null, 5, null, 
2586, 2636, detection method type, success, 2, null, 2, null, 
2586, 2636, assay readout, success, 3, null, 3, null, 
2586, 2636, detection method, success, 2, null, 2, null, 
2586, 2636, assay footprint, success, 1, null, 1, null, 
2586, 2636, measurement wavelength, success, 1, null, 1, null, 
2586, 2636, activity threshold, success, 3, null, 3, null, 
2586, 2636, number of replicates, success, 2, null, 2, null, 
2586, 2636, project lead name, success, 1, null, 1, null, 
2586, 2636, assay component, success, 2, null, 2, null, 
2586, 2636, activity threshold, success, 1, null, 1, null, 
2630, 2525, biology, success, 2, null, 2, null, 
2630, 2525, assay format, success, 2, null, 2, null, 
2630, 2525, assay component, success, 5, null, 5, null, 
2630, 2525, detection method type, success, 2, null, 2, null, 
2630, 2525, assay readout, success, 3, null, 3, null, 
2630, 2525, detection method, success, 2, null, 2, null, 
2630, 2525, assay footprint, success, 1, null, 1, null, 
2630, 2525, measurement wavelength, success, 1, null, 1, null, 
2630, 2525, activity threshold, success, 3, null, 3, null, 
2630, 2525, number of replicates, success, 2, null, 2, null, 
2630, 2525, project lead name, success, 1, null, 1, null, 
2630, 2525, assay component, success, 3, null, 3, null, 
2630, 2525, activity threshold, success, 1, null, 1, null, 
2632, 2527, biology, success, 2, null, 2, null, 
2632, 2527, assay format, success, 2, null, 2, null, 
2632, 2527, assay component, success, 5, null, 5, null, 
2632, 2527, detection method type, success, 1, null, 1, null, 
2632, 2527, assay readout, success, 2, null, 2, null, 
2632, 2527, detection method, success, 2, null, 2, null, 
2632, 2527, assay footprint, success, 1, null, 1, null, 
2632, 2527, measurement wavelength, success, 2, null, 2, null, 
2632, 2527, activity threshold, success, 3, null, 3, null, 
2632, 2527, number of replicates, success, 2, null, 2, null, 
2632, 2527, project lead name, success, 1, null, 1, null, 
2632, 2527, assay format, success, 1, null, 1, null, 
2632, 2527, detection method type, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 125043, 
2632, 2527, assay readout, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 125044, 
2632, 2527, detection method, success, 2, null, 2, null, 
2632, 2527, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 125046, 
2632, 2527, measurement wavelength, success, 2, null, 2, null, 
2632, 2527, assay component, success, 3, null, 3, null, 
493197, 1471, biology, success, 2, null, 2, null, 
493197, 1471, assay format, success, 2, null, 2, null, 
493197, 1471, assay component, success, 5, null, 5, null, 
493197, 1471, detection method type, success, 2, null, 2, null, 
493197, 1471, assay readout, success, 3, null, 3, null, 
493197, 1471, detection method, success, 2, null, 2, null, 
493197, 1471, assay footprint, success, 1, null, 1, null, 
493197, 1471, measurement wavelength, success, 1, null, 1, null, 
493197, 1471, activity threshold, success, 3, null, 3, null, 
493197, 1471, number of replicates, success, 2, null, 2, null, 
493197, 1471, project lead name, success, 1, null, 1, null, 
493197, 1471, assay component, success, 3, null, 3, null, 
493197, 1471, activity threshold, success, 1, null, 1, null, 
493247, 1347, biology, success, 2, null, 2, null, 
493247, 1347, assay format, success, 2, null, 2, null, 
493247, 1347, assay component, success, 5, null, 5, null, 
493247, 1347, detection method type, success, 2, null, 2, null, 
493247, 1347, assay readout, success, 3, null, 3, null, 
493247, 1347, detection method, success, 2, null, 2, null, 
493247, 1347, assay footprint, success, 1, null, 1, null, 
493247, 1347, measurement wavelength, success, 1, null, 1, null, 
493247, 1347, activity threshold, success, 3, null, 3, null, 
493247, 1347, number of replicates, success, 2, null, 2, null, 
493247, 1347, project lead name, success, 1, null, 1, null, 
493247, 1347, assay component, success, 2, null, 2, null, 
493247, 1347, activity threshold, success, 1, null, 1, null, 
624255, 89, biology, success, 2, null, 2, null, 
624255, 89, assay format, success, 2, null, 2, null, 
624255, 89, assay component, success, 5, null, 5, null, 
624255, 89, detection method type, success, 2, null, 2, null, 
624255, 89, assay readout, success, 3, null, 3, null, 
624255, 89, detection method, success, 2, null, 2, null, 
624255, 89, assay footprint, success, 1, null, 1, null, 
624255, 89, measurement wavelength, success, 1, null, 1, null, 
624255, 89, activity threshold, success, 3, null, 3, null, 
624255, 89, number of replicates, success, 2, null, 2, null, 
624255, 89, project lead name, success, 1, null, 1, null, 
624255, 89, assay component, success, 3, null, 3, null, 
624280, null, project lead name, fail, 1, null, 0, could not find ADID for AID, 
435007, null, project lead name, fail, 1, null, 0, could not find ADID for AID, 
588436, 1979, biology, success, 2, null, 2, null, 
588436, 1979, assay format, success, 2, null, 2, null, 
588436, 1979, assay component, success, 6, null, 6, null, 
588436, 1979, detection method type, success, 2, null, 2, null, 
588436, 1979, assay readout, success, 3, null, 3, null, 
588436, 1979, assay footprint, success, 1, null, 1, null, 
588436, 1979, activity threshold, success, 3, null, 3, null, 
588436, 1979, number of replicates, success, 2, null, 2, null, 
588436, 1979, project lead name, success, 1, null, 1, null, 
588436, 1979, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 125097, 
588436, 1979, assay component, success, 4, null, 4, null, 
588436, 1979, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 125099, 
588436, 1979, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 125100, 
588436, 1979, detection method, success, 2, null, 2, null, 
588436, 1979, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 125101, 
588436, 1979, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 125102, 
588436, 1979, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 125103, 
588436, 1979, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 125104, 
588521, null, project lead name, fail, 1, null, 0, could not find ADID for AID, 
602243, 2337, biology, success, 2, null, 2, null, 
602243, 2337, assay format, success, 2, null, 2, null, 
602243, 2337, assay component, success, 6, null, 6, null, 
602243, 2337, detection method type, success, 2, null, 2, null, 
602243, 2337, assay readout, success, 3, null, 3, null, 
602243, 2337, assay footprint, success, 1, null, 1, null, 
602243, 2337, activity threshold, success, 3, null, 3, null, 
602243, 2337, number of replicates, success, 2, null, 2, null, 
602243, 2337, project lead name, success, 1, null, 1, null, 
602243, 2337, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 125115, 
602243, 2337, assay component, success, 4, null, 4, null, 
602243, 2337, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 125117, 
602243, 2337, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 125118, 
602243, 2337, detection method, success, 2, null, 2, null, 
602243, 2337, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 125119, 
602243, 2337, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 125120, 
602243, 2337, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 125121, 
602243, 2337, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 125122, 
624140, 45, biology, success, 2, null, 2, null, 
624140, 45, assay format, success, 2, null, 2, null, 
624140, 45, assay component, success, 5, null, 5, null, 
624140, 45, detection method type, success, 2, null, 2, null, 
624140, 45, assay readout, success, 3, null, 3, null, 
624140, 45, assay footprint, success, 1, null, 1, null, 
624140, 45, activity threshold, success, 3, null, 3, null, 
624140, 45, number of replicates, success, 2, null, 2, null, 
624140, 45, project lead name, success, 1, null, 1, null, 
