filename, row_num, aid, status, num_context_saved, message
NMMLSC_AW20130207_ToBroad.xlsx, 87, 588467, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 88, 588499, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 93, 602139, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 98, 602176, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 103, 602325, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 108, 602328, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 113, 624243, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 118, 588461, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 123, 588469, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 124, 588501, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 129, 602142, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 134, 602178, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 139, 602326, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 144, 602327, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 149, 624244, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 154, 588459, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 159, 588470, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 160, 588497, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 165, 602140, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 170, 602177, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 175, 602336, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 180, 602338, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 185, 624245, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 190, 602304, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 192, 504577, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 194, 504600, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 196, 504622, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 197, 540370, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 199, 588596, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 201, 602197, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 203, 602198, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 205, 602257, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 207, 588765, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 212, 504448, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 213, 504454, success, 11, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 218, 504459, success, 11, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 223, 540358, success, 11, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 228, 588763, success, 11, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 233, 588775, success, 11, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 238, 623882, success, 11, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 243, 623947, success, 11, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 248, 588338, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 253, 504490, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 258, 504493, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 259, 504541, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 264, 504908, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 269, 588783, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 274, 588428, success, 12, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 279, 588468, success, 12, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 284, 588512, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 287, 588540, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 290, 588465, success, 13, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 294, 588482, success, 13, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 298, 504521, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 300, 504580, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 302, 504819, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 304, 588494, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 306, 588496, success, 6, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 308, 488806, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 312, 488847, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 316, 488855, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 317, 504451, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 321, 504500, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 325, 504782, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 329, 504815, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 333, 588720, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 337, 485275, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 343, 485335, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 344, 588506, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 350, 588517, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 354, 588518, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 358, 588520, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 361, 588522, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 365, 588604, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 368, 588606, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 372, 588608, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 376, 588620, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 380, 623992, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 384, 623994, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 387, 623996, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 391, 588370, success, 10, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 393, 504578, success, 17, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 400, 588450, success, 17, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 407, 488786, success, 14, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 412, 588457, success, 14, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 417, 588412, success, 13, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 421, 588446, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 425, 1998, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 426, 2557, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 432, 2617, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 433, 2674, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 439, 2813, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 445, 449766, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 451, 488791, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 457, 588448, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 463, 489042, success, 9, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 464, 504926, success, 12, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 466, 504936, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 469, 2690, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 473, 2706, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 477, 2714, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 478, 435000, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 482, 434994, success, 7, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 485, 449753, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 489, 504927, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 493, 504931, success, 8, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 497, 1324, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 499, 1693, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 500, 504471, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 501, 504472, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 502, 504473, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 503, 504478, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 505, 504481, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 506, 504479, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 507, 504456, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 511, 2757, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 513, 488818, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 515, 488829, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 517, 504463, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 519, 1862, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 523, 1867, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 527, 1870, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 531, 1873, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 535, 1887, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 539, 1908, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 540, 2016, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 544, 2023, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 548, 2025, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 552, 2029, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 556, 2066, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 560, 2270, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 564, 2271, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 568, 2272, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 572, 2273, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 576, 2274, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 580, 2621, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 584, 2622, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 588, 2623, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 592, 2624, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 596, 2643, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 600, 2740, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 602, 2742, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 604, 2743, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 606, 2744, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 608, 2745, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 610, 488790, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 612, 488792, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 614, 488795, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 616, 488801, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 618, 488808, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 620, 488812, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 622, 488814, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 624, 488823, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 626, 488825, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 628, 488827, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 630, 504321, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 634, 504334, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 638, 504336, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 642, 504338, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 646, 504340, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 650, 504458, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 652, 504461, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 654, 504468, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 656, 504469, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 658, 504470, fail, 0, aid found in cell not a number or not in must load list, 
NMMLSC_AW20130207_ToBroad.xlsx, 660, 1993, nothingToLoad, 0, null, 
NMMLSC_AW20130207_ToBroad.xlsx, 661, 1415, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 671, 1423, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 681, 1439, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 691, 1440, success, 19, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 701, 1441, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 711, 1504, success, 2, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 712, 1775, success, 21, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 721, 1783, success, 16, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 725, 1836, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 735, 1837, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 745, 1838, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 755, 1840, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 765, 1841, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 775, 1869, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 785, 1871, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 795, 1872, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 805, 1884, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 815, 1888, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 825, 2295, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 835, 2296, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 845, 2298, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 855, 2307, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 865, 2311, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 875, 2826, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 885, 2827, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 895, 2828, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 905, 2829, success, 20, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 915, 504874, success, 14, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 919, 504864, success, 14, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 924, 2052, success, 17, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 938, 2087, success, 0, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 940, 2523, success, 17, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 954, 2810, success, 17, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 968, 485284, success, 17, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 982, 504565, success, 17, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 996, 504568, success, 17, successfully loaded assay context, 
NMMLSC_AW20130207_ToBroad.xlsx, 1010, 1451, fail, 0, aid found in cell not a number or not in must load list, 
