aid, adid, context_name, load_result_type, num_potential_contexts_to_load, num_existing_contexts, num_contexts_loaded, message
588550, 2123, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81682, 
588550, 2123, assay component, success, 4, null, 4, null, 
588550, 2123, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81683, 
588550, 2123, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 81684, 
588550, 2123, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81685, 
588550, 2123, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 81686, 
588550, 2123, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81687, 
588550, 2123, activity threshold, deleteOriginal, 3, 1, 3, load contains more information than original, delete original 81688, 
588550, 2123, activity threshold, success, 3, null, 3, null, 
588550, 2123, number of replicates, success, 2, null, 2, null, 
588550, 2123, project lead name, success, 1, null, 1, null, 
588550, 2123, biology, success, 2, null, 2, null, 
588550, 2123, assay component, success, 3, null, 3, null, 
588550, 2123, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81690, 
588550, 2123, assay component, success, 3, null, 3, null, 
588561, null, biology, fail, 1, null, 0, could not find ADID for AID, 
602162, 2296, biology, success, 2, null, 2, null, 
602162, 2296, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81692, 
602162, 2296, assay component, success, 4, null, 4, null, 
602162, 2296, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81693, 
602162, 2296, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 81694, 
602162, 2296, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81695, 
602162, 2296, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 81696, 
602162, 2296, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81697, 
602162, 2296, activity threshold, deleteOriginal, 3, 1, 3, load contains more information than original, delete original 81698, 
602162, 2296, activity threshold, success, 3, null, 3, null, 
602162, 2296, number of replicates, success, 2, null, 2, null, 
602162, 2296, project lead name, success, 1, null, 1, null, 
602162, 2296, biology, success, 2, null, 2, null, 
602162, 2296, assay component, success, 3, null, 3, null, 
602162, 2296, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81700, 
602162, 2296, assay component, success, 3, null, 3, null, 
602430, 391, biology, success, 2, null, 2, null, 
602430, 391, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81702, 
602430, 391, assay component, success, 4, null, 4, null, 
602430, 391, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81703, 
602430, 391, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 81704, 
602430, 391, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81705, 
602430, 391, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 81706, 
602430, 391, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81707, 
602430, 391, activity threshold, deleteOriginal, 3, 1, 3, load contains more information than original, delete original 81708, 
602430, 391, activity threshold, success, 3, null, 3, null, 
602430, 391, number of replicates, success, 2, null, 2, null, 
602430, 391, project lead name, success, 1, null, 1, null, 
602430, 391, biology, success, 2, null, 2, null, 
602430, 391, assay component, success, 3, null, 3, null, 
602430, 391, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81710, 
602430, 391, assay component, success, 3, null, 3, null, 
623955, 233, biology, success, 2, null, 2, null, 
623955, 233, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81712, 
623955, 233, assay component, success, 4, null, 4, null, 
623955, 233, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81713, 
623955, 233, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 81714, 
623955, 233, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81715, 
623955, 233, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 81716, 
623955, 233, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81717, 
623955, 233, activity threshold, deleteOriginal, 3, 1, 3, load contains more information than original, delete original 81718, 
623955, 233, activity threshold, success, 3, null, 3, null, 
623955, 233, number of replicates, success, 2, null, 2, null, 
623955, 233, project lead name, success, 1, null, 1, null, 
623955, 233, biology, success, 2, null, 2, null, 
623955, 233, assay component, success, 3, null, 3, null, 
623955, 233, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81720, 
623955, 233, assay component, success, 3, null, 3, null, 
588358, 1852, biology, success, 2, null, 2, null, 
588358, 1852, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81722, 
588358, 1852, assay component, success, 5, null, 5, null, 
588358, 1852, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81723, 
588358, 1852, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 81724, 
588358, 1852, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81725, 
588358, 1852, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 81726, 
588358, 1852, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81727, 
588358, 1852, activity threshold, success, 2, null, 2, null, 
588358, 1852, number of replicates, success, 2, null, 2, null, 
588358, 1852, project lead name, success, 1, null, 1, null, 
588358, 1852, assay format, success, 1, null, 1, null, 
588358, 1852, assay component, success, 2, null, 2, null, 
588358, 1852, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81729, 
588358, 1852, assay component, success, 4, null, 4, null, 
588367, null, biology, fail, 1, null, 0, could not find ADID for AID, 
588368, 1859, biology, success, 2, null, 2, null, 
588368, 1859, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81731, 
588368, 1859, assay component, success, 5, null, 5, null, 
588368, 1859, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81732, 
588368, 1859, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 81733, 
588368, 1859, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81734, 
588368, 1859, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 81735, 
588368, 1859, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81736, 
588368, 1859, activity threshold, success, 2, null, 2, null, 
588368, 1859, project lead name, success, 1, null, 1, null, 
588368, 1859, assay format, success, 1, null, 1, null, 
588368, 1859, assay component, success, 2, null, 2, null, 
588368, 1859, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81737, 
588368, 1859, assay component, success, 4, null, 4, null, 
588466, 2004, biology, success, 2, null, 2, null, 
588466, 2004, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81739, 
588466, 2004, assay component, success, 5, null, 5, null, 
588466, 2004, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81740, 
588466, 2004, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 81741, 
588466, 2004, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81742, 
588466, 2004, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 81743, 
588466, 2004, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81744, 
588466, 2004, activity threshold, success, 2, null, 2, null, 
588466, 2004, number of replicates, success, 2, null, 2, null, 
588466, 2004, project lead name, success, 1, null, 1, null, 
588466, 2004, assay format, success, 1, null, 1, null, 
588466, 2004, assay component, success, 2, null, 2, null, 
588466, 2004, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81746, 
588466, 2004, assay component, success, 4, null, 4, null, 
602251, 2091, biology, success, 2, null, 2, null, 
602251, 2091, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81748, 
602251, 2091, assay component, success, 5, null, 5, null, 
602251, 2091, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81749, 
602251, 2091, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 81750, 
602251, 2091, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81751, 
602251, 2091, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 81752, 
602251, 2091, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81753, 
602251, 2091, activity threshold, deleteOriginal, 3, 1, 3, load contains more information than original, delete original 81754, 
602251, 2091, activity threshold, success, 3, null, 3, null, 
602251, 2091, number of replicates, success, 2, null, 2, null, 
602251, 2091, project lead name, success, 1, null, 1, null, 
602251, 2091, assay format, success, 1, null, 1, null, 
602251, 2091, assay component, success, 2, null, 2, null, 
602251, 2091, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81756, 
602251, 2091, assay component, success, 4, null, 4, null, 
588373, null, assay format, fail, 1, null, 0, Attributes in context not found in database:  protein-nucleotide interaction, 
588373, 1862, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42640, 
588373, 1862, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81758, 
588373, 1862, assay component, success, 5, null, 5, null, 
588373, 1862, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42643, 
588373, 1862, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 42644, 
588373, 1862, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81761, 
588373, 1862, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 42646, 
588373, 1862, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42647, 
588373, 1862, activity threshold, deleteOriginal, 3, 1, 3, load contains more information than original, delete original 42652, 
588373, 1862, activity threshold, deleteOriginal, 3, 1, 3, load contains more information than original, delete original 42648, 
588373, 1862, activity threshold, success, 3, null, 3, null, 
588373, 1862, number of replicates, success, 2, null, 2, null, 
588373, 1862, project lead name, success, 1, null, 1, null, 
588373, 1862, biology, success, 2, null, 2, null, 
588373, 1862, assay component, success, 5, null, 5, null, 
588373, 1862, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42651, 
588373, 1862, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 117651, 
588373, 1862, assay component, success, 5, null, 5, null, 
588373, 1862, assay component, success, 5, null, 5, null, 
588373, 1862, assay component, success, 3, null, 3, null, 
588373, 1862, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42656, 
588377, null, assay format, fail, 1, null, 0, Attributes in context not found in database:  protein-nucleotide interaction, 
588377, 1863, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42657, 
588377, 1863, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81770, 
588377, 1863, assay component, success, 5, null, 5, null, 
588377, 1863, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42660, 
588377, 1863, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 42661, 
588377, 1863, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81773, 
588377, 1863, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 42663, 
588377, 1863, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42664, 
588377, 1863, activity threshold, deleteOriginal, 3, 1, 3, load contains more information than original, delete original 42665, 
588377, 1863, activity threshold, success, 3, null, 3, null, 
588377, 1863, number of replicates, success, 2, null, 2, null, 
588377, 1863, project lead name, success, 1, null, 1, null, 
588377, 1863, biology, success, 2, null, 2, null, 
588377, 1863, assay component, success, 5, null, 5, null, 
588377, 1863, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42668, 
588377, 1863, assay component, success, 5, null, 5, null, 
588377, 1863, assay component, success, 5, null, 5, null, 
588377, 1863, assay component, success, 3, null, 3, null, 
588377, 1863, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42672, 
588381, null, assay format, fail, 1, null, 0, Attributes in context not found in database:  protein-nucleotide interaction, 
588381, 1867, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42673, 
588381, 1867, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81781, 
588381, 1867, assay component, success, 5, null, 5, null, 
588381, 1867, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42676, 
588381, 1867, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 42677, 
588381, 1867, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81784, 
588381, 1867, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 42679, 
588381, 1867, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42680, 
588381, 1867, activity threshold, deleteOriginal, 3, 1, 3, load contains more information than original, delete original 42681, 
588381, 1867, activity threshold, success, 3, null, 3, null, 
588381, 1867, number of replicates, success, 2, null, 2, null, 
588381, 1867, project lead name, success, 1, null, 1, null, 
588381, 1867, biology, success, 2, null, 2, null, 
588381, 1867, assay component, success, 5, null, 5, null, 
588381, 1867, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42684, 
588381, 1867, assay component, success, 5, null, 5, null, 
588381, 1867, assay component, success, 5, null, 5, null, 
588381, 1867, assay component, success, 3, null, 3, null, 
588381, 1867, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42688, 
588383, null, assay format, fail, 1, null, 0, Attributes in context not found in database:  protein-nucleotide interaction, 
588383, 1953, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42689, 
588383, 1953, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81792, 
588383, 1953, assay component, success, 5, null, 5, null, 
588383, 1953, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42692, 
588383, 1953, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 42693, 
588383, 1953, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81795, 
588383, 1953, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 42695, 
588383, 1953, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42696, 
588383, 1953, activity threshold, deleteOriginal, 3, 1, 3, load contains more information than original, delete original 42697, 
588383, 1953, activity threshold, success, 3, null, 3, null, 
588383, 1953, number of replicates, success, 2, null, 2, null, 
588383, 1953, project lead name, success, 1, null, 1, null, 
588383, 1953, biology, success, 2, null, 2, null, 
588383, 1953, assay component, success, 5, null, 5, null, 
588383, 1953, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42700, 
588383, 1953, assay component, success, 5, null, 5, null, 
588383, 1953, assay component, success, 5, null, 5, null, 
588383, 1953, assay component, success, 3, null, 3, null, 
588383, 1953, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42704, 
588393, null, assay format, fail, 1, null, 0, Attributes in context not found in database:  protein-nucleotide interaction, 
588393, 1956, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 42705, 
588393, 1956, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81803, 
588393, 1956, assay component, fail, 5, null, 0, possible GO term or species name that is not mapped: Canis lupus familiaris in species name, 
588685, null, assay component, fail, 3, null, 0, Attributes in context not found in database:  endogenous expressed protein, 
588685, 142, biology, success, 2, null, 2, null, 
588685, 142, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81814, 
588685, 142, assay component, success, 4, null, 4, null, 
588685, 142, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81815, 
588685, 142, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 81816, 
588685, 142, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81817, 
588685, 142, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 81818, 
588685, 142, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81819, 
588685, 142, activity threshold, deleteOriginal, 3, 1, 3, load contains more information than original, delete original 81820, 
588685, 142, activity threshold, success, 3, null, 3, null, 
588685, 142, number of replicates, success, 2, null, 2, null, 
588685, 142, project lead name, success, 1, null, 1, null, 
588685, 142, assay component, success, 4, null, 4, null, 
588685, 142, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81822, 
588685, 142, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81823, 
588685, 142, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81824, 
588685, 142, assay component, success, 4, null, 4, null, 
588685, 142, assay component, success, 3, null, 3, null, 
588685, 142, assay component, success, 3, null, 3, null, 
588701, null, biology, fail, 1, null, 0, could not find ADID for AID, 
624256, null, assay component, fail, 3, null, 0, Attributes in context not found in database:  endogenous expressed protein, 
624256, 90, biology, success, 2, null, 2, null, 
624256, 90, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81826, 
624256, 90, assay component, success, 4, null, 4, null, 
624256, 90, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81827, 
624256, 90, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 81828, 
624256, 90, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81829, 
624256, 90, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 81830, 
624256, 90, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81831, 
624256, 90, activity threshold, success, 1, null, 1, null, 
624256, 90, number of replicates, success, 2, null, 2, null, 
624256, 90, project lead name, success, 1, null, 1, null, 
624256, 90, assay component, success, 4, null, 4, null, 
624256, 90, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81833, 
624256, 90, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81834, 
624256, 90, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81835, 
624256, 90, assay component, success, 4, null, 4, null, 
624256, 90, assay component, success, 3, null, 3, null, 
624256, 90, assay component, success, 3, null, 3, null, 
588460, 1999, biology, success, 2, null, 2, null, 
588460, 1999, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81837, 
588460, 1999, assay component, success, 4, null, 4, null, 
588460, 1999, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81838, 
588460, 1999, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 81839, 
588460, 1999, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81840, 
588460, 1999, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 81841, 
588460, 1999, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81842, 
588460, 1999, activity threshold, deleteOriginal, 3, 1, 3, load contains more information than original, delete original 81843, 
588460, 1999, activity threshold, success, 3, null, 3, null, 
588460, 1999, number of replicates, success, 2, null, 2, null, 
588460, 1999, project lead name, success, 1, null, 1, null, 
588460, 1999, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81845, 
588460, 1999, assay format, success, 1, null, 1, null, 
588460, 1999, assay component, success, 4, null, 4, null, 
588460, 1999, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81846, 
588460, 1999, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 81847, 
588460, 1999, assay component, fail, 6, null, 0, possible GO term or species name that is not mapped: Clostridium botulinum in species name, 
