aid, adid, context_name, load_result_type, num_potential_contexts_to_load, num_existing_contexts, num_contexts_loaded, message
493194, 1468, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84504, 
493194, 1468, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84515, 
540246, 1947, biology, success, 2, null, 2, null, 
540246, 1947, assay format, success, 2, null, 2, null, 
540246, 1947, assay component, success, 6, null, 6, null, 
540246, 1947, detection method type, success, 2, null, 2, null, 
540246, 1947, assay readout, success, 3, null, 3, null, 
540246, 1947, assay footprint, success, 1, null, 1, null, 
540246, 1947, activity threshold, success, 3, null, 3, null, 
540246, 1947, number of replicates, success, 2, null, 2, null, 
540246, 1947, project lead name, success, 1, null, 1, null, 
540246, 1947, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84527, 
540246, 1947, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84528, 
540246, 1947, assay component, success, 3, null, 3, null, 
540246, 1947, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84530, 
540246, 1947, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84531, 
540246, 1947, detection method, success, 2, null, 2, null, 
540246, 1947, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84532, 
540246, 1947, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84533, 
540246, 1947, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84534, 
540246, 1947, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84535, 
540326, 2050, biology, success, 1, null, 1, null, 
540326, 2050, assay format, success, 2, null, 2, null, 
540326, 2050, assay component, success, 6, null, 6, null, 
540326, 2050, detection method type, success, 2, null, 2, null, 
540326, 2050, assay readout, success, 3, null, 3, null, 
540326, 2050, detection method, success, 2, null, 2, null, 
540326, 2050, assay footprint, success, 1, null, 1, null, 
540326, 2050, measurement wavelength, success, 2, null, 2, null, 
540326, 2050, activity threshold, success, 3, null, 3, null, 
540326, 2050, number of replicates, success, 2, null, 2, null, 
540326, 2050, project lead name, success, 1, null, 1, null, 
540354, 5414, biology, success, 2, null, 2, null, 
540354, 5414, assay format, success, 2, null, 2, null, 
540354, 5414, assay component, success, 6, null, 6, null, 
540354, 5414, detection method type, success, 2, null, 2, null, 
540354, 5414, assay readout, success, 3, null, 3, null, 
540354, 5414, assay footprint, success, 1, null, 1, null, 
540354, 5414, measurement wavelength, success, 2, null, 2, null, 
540354, 5414, activity threshold, success, 3, null, 3, null, 
540354, 5414, number of replicates, success, 2, null, 2, null, 
540354, 5414, project lead name, success, 1, null, 1, null, 
540354, 5414, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84557, 
540354, 5414, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84558, 
540354, 5414, assay component, success, 4, null, 4, null, 
540354, 5414, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84560, 
540354, 5414, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84561, 
540354, 5414, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84562, 
540354, 5414, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84563, 
540354, 5414, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84564, 
540354, 5414, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84565, 
540354, 5414, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84566, 
540354, 5414, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84567, 
540354, 5414, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84558, 
540354, 5414, assay component, success, 6, null, 6, null, 
540354, 5414, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84560, 
540354, 5414, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84571, 
540354, 5414, detection method, success, 2, null, 2, null, 
540354, 5414, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84572, 
540354, 5414, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84573, 
540354, 5414, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84574, 
540354, 5414, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84565, 
540354, 5414, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84576, 
588392, 5163, biology, success, 2, null, 2, null, 
588392, 5163, assay format, success, 2, null, 2, null, 
588392, 5163, assay component, success, 6, null, 6, null, 
588392, 5163, detection method type, success, 2, null, 2, null, 
588392, 5163, assay readout, success, 3, null, 3, null, 
588392, 5163, assay footprint, success, 1, null, 1, null, 
588392, 5163, measurement wavelength, success, 2, null, 2, null, 
588392, 5163, activity threshold, success, 3, null, 3, null, 
588392, 5163, number of replicates, success, 2, null, 2, null, 
588392, 5163, project lead name, success, 1, null, 1, null, 
588392, 5163, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84588, 
588392, 5163, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84589, 
588392, 5163, assay component, success, 4, null, 4, null, 
588392, 5163, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84591, 
588392, 5163, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84592, 
588392, 5163, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84593, 
588392, 5163, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84594, 
588392, 5163, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84595, 
588392, 5163, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84596, 
588392, 5163, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84597, 
588392, 5163, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84588, 
588392, 5163, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84599, 
588392, 5163, assay component, success, 6, null, 6, null, 
588392, 5163, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84601, 
588392, 5163, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84602, 
588392, 5163, detection method, success, 2, null, 2, null, 
588392, 5163, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84603, 
588392, 5163, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84604, 
588392, 5163, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84595, 
588392, 5163, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84606, 
588392, 5163, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84597, 
588403, 5168, biology, success, 1, null, 1, null, 
588403, 5168, assay format, success, 2, null, 2, null, 
588403, 5168, assay component, success, 6, null, 6, null, 
588403, 5168, detection method type, success, 2, null, 2, null, 
588403, 5168, assay readout, success, 3, null, 3, null, 
588403, 5168, detection method, success, 2, null, 2, null, 
588403, 5168, assay footprint, success, 1, null, 1, null, 
588403, 5168, measurement wavelength, success, 2, null, 2, null, 
588403, 5168, activity threshold, success, 3, null, 3, null, 
588403, 5168, number of replicates, success, 2, null, 2, null, 
588403, 5168, project lead name, success, 1, null, 1, null, 
588548, 5221, biology, success, 2, null, 2, null, 
588548, 5221, assay format, success, 2, null, 2, null, 
588548, 5221, assay component, success, 6, null, 6, null, 
588548, 5221, detection method type, success, 2, null, 2, null, 
588548, 5221, assay readout, success, 3, null, 3, null, 
588548, 5221, assay footprint, success, 1, null, 1, null, 
588548, 5221, measurement wavelength, success, 2, null, 2, null, 
588548, 5221, activity threshold, success, 3, null, 3, null, 
588548, 5221, number of replicates, success, 2, null, 2, null, 
588548, 5221, project lead name, success, 1, null, 1, null, 
588548, 5221, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84630, 
588548, 5221, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84631, 
588548, 5221, assay component, success, 4, null, 4, null, 
588548, 5221, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84633, 
588548, 5221, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84634, 
588548, 5221, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84635, 
588548, 5221, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84636, 
588548, 5221, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84637, 
588548, 5221, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84638, 
588548, 5221, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84639, 
588548, 5221, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84630, 
588548, 5221, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84641, 
588548, 5221, assay component, success, 6, null, 6, null, 
588548, 5221, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84643, 
588548, 5221, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84644, 
588548, 5221, detection method, success, 2, null, 2, null, 
588548, 5221, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84635, 
588548, 5221, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84646, 
588548, 5221, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84647, 
588548, 5221, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84648, 
588548, 5221, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84649, 
588553, 5223, biology, success, 2, null, 2, null, 
588553, 5223, assay format, success, 2, null, 2, null, 
588553, 5223, assay component, success, 6, null, 6, null, 
588553, 5223, detection method type, success, 2, null, 2, null, 
588553, 5223, assay readout, success, 3, null, 3, null, 
588553, 5223, assay footprint, success, 1, null, 1, null, 
588553, 5223, measurement wavelength, success, 2, null, 2, null, 
588553, 5223, activity threshold, success, 3, null, 3, null, 
588553, 5223, number of replicates, success, 2, null, 2, null, 
588553, 5223, project lead name, success, 1, null, 1, null, 
588553, 5223, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84661, 
588553, 5223, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84662, 
588553, 5223, assay component, success, 4, null, 4, null, 
588553, 5223, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84664, 
588553, 5223, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84665, 
588553, 5223, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84666, 
588553, 5223, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84667, 
588553, 5223, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84668, 
588553, 5223, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84669, 
588553, 5223, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84670, 
588553, 5223, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84661, 
588553, 5223, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84672, 
588553, 5223, assay component, success, 6, null, 6, null, 
588553, 5223, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84674, 
588553, 5223, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84675, 
588553, 5223, detection method, success, 2, null, 2, null, 
588553, 5223, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84666, 
588553, 5223, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84667, 
588553, 5223, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84678, 
588553, 5223, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84669, 
588553, 5223, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84670, 
588754, 5499, biology, success, 2, null, 2, null, 
588754, 5499, assay format, success, 2, null, 2, null, 
588754, 5499, assay component, success, 6, null, 6, null, 
588754, 5499, detection method type, success, 2, null, 2, null, 
588754, 5499, assay readout, success, 3, null, 3, null, 
588754, 5499, assay footprint, success, 1, null, 1, null, 
588754, 5499, measurement wavelength, success, 2, null, 2, null, 
588754, 5499, activity threshold, success, 3, null, 3, null, 
588754, 5499, number of replicates, success, 2, null, 2, null, 
588754, 5499, project lead name, success, 1, null, 1, null, 
588754, 5499, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84692, 
588754, 5499, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84693, 
588754, 5499, assay component, success, 4, null, 4, null, 
588754, 5499, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84695, 
588754, 5499, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84696, 
588754, 5499, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84697, 
588754, 5499, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84698, 
588754, 5499, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84699, 
588754, 5499, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84700, 
588754, 5499, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84701, 
588754, 5499, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84692, 
588754, 5499, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84703, 
588754, 5499, assay component, success, 6, null, 6, null, 
588754, 5499, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84705, 
588754, 5499, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84706, 
588754, 5499, detection method, success, 2, null, 2, null, 
588754, 5499, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84707, 
588754, 5499, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84708, 
588754, 5499, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84699, 
588754, 5499, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84700, 
588754, 5499, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84711, 
588777, 5509, biology, success, 2, null, 2, null, 
588777, 5509, assay format, success, 2, null, 2, null, 
588777, 5509, assay component, success, 6, null, 6, null, 
588777, 5509, detection method type, success, 2, null, 2, null, 
588777, 5509, assay readout, success, 3, null, 3, null, 
588777, 5509, assay footprint, success, 1, null, 1, null, 
588777, 5509, measurement wavelength, success, 2, null, 2, null, 
588777, 5509, activity threshold, success, 3, null, 3, null, 
588777, 5509, number of replicates, success, 2, null, 2, null, 
588777, 5509, project lead name, success, 1, null, 1, null, 
588777, 5509, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84723, 
588777, 5509, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84724, 
588777, 5509, assay component, success, 4, null, 4, null, 
588777, 5509, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84726, 
588777, 5509, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84727, 
588777, 5509, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84728, 
588777, 5509, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84729, 
588777, 5509, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84730, 
588777, 5509, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84731, 
588777, 5509, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84732, 
588777, 5509, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84723, 
588777, 5509, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84724, 
588777, 5509, assay component, success, 6, null, 6, null, 
588777, 5509, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84736, 
588777, 5509, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84727, 
588777, 5509, detection method, success, 2, null, 2, null, 
588777, 5509, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84738, 
588777, 5509, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84729, 
588777, 5509, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84730, 
588777, 5509, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84731, 
588777, 5509, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84742, 
588810, 5516, biology, success, 2, null, 2, null, 
588810, 5516, assay format, success, 2, null, 2, null, 
588810, 5516, assay component, success, 6, null, 6, null, 
588810, 5516, detection method type, success, 2, null, 2, null, 
588810, 5516, assay readout, success, 3, null, 3, null, 
588810, 5516, assay footprint, success, 1, null, 1, null, 
588810, 5516, measurement wavelength, success, 2, null, 2, null, 
588810, 5516, activity threshold, success, 3, null, 3, null, 
588810, 5516, number of replicates, success, 2, null, 2, null, 
588810, 5516, project lead name, success, 1, null, 1, null, 
588810, 5516, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84754, 
588810, 5516, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84755, 
588810, 5516, assay component, success, 4, null, 4, null, 
588810, 5516, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84757, 
588810, 5516, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84758, 
588810, 5516, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84759, 
588810, 5516, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84760, 
588810, 5516, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84761, 
588810, 5516, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84762, 
588810, 5516, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84763, 
588810, 5516, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84764, 
588810, 5516, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84765, 
588810, 5516, assay component, success, 6, null, 6, null, 
588810, 5516, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84757, 
588810, 5516, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84758, 
588810, 5516, detection method, success, 2, null, 2, null, 
588810, 5516, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84769, 
588810, 5516, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84770, 
588810, 5516, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84771, 
588810, 5516, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84772, 
588810, 5516, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84773, 
588818, 5519, biology, success, 2, null, 2, null, 
588818, 5519, assay format, success, 2, null, 2, null, 
588818, 5519, assay component, success, 6, null, 6, null, 
588818, 5519, detection method type, success, 1, null, 1, null, 
588818, 5519, assay readout, success, 3, null, 3, null, 
588818, 5519, assay footprint, success, 1, null, 1, null, 
588818, 5519, activity threshold, success, 3, null, 3, null, 
588818, 5519, number of replicates, success, 2, null, 2, null, 
588818, 5519, project lead name, success, 1, null, 1, null, 
588818, 5519, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84785, 
588818, 5519, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84786, 
588818, 5519, assay component, success, 5, null, 5, null, 
588818, 5519, detection method type, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84788, 
588818, 5519, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84789, 
588818, 5519, detection method, success, 2, null, 2, null, 
588818, 5519, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84790, 
588818, 5519, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84791, 
588818, 5519, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84792, 
588818, 5519, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84793, 
588825, 5632, biology, success, 2, null, 2, null, 
588825, 5632, assay format, success, 2, null, 2, null, 
588825, 5632, assay component, success, 6, null, 6, null, 
588825, 5632, detection method type, success, 2, null, 2, null, 
588825, 5632, assay readout, success, 3, null, 3, null, 
588825, 5632, assay footprint, success, 1, null, 1, null, 
588825, 5632, measurement wavelength, success, 2, null, 2, null, 
588825, 5632, activity threshold, success, 3, null, 3, null, 
588825, 5632, number of replicates, success, 2, null, 2, null, 
588825, 5632, project lead name, success, 1, null, 1, null, 
588825, 5632, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84804, 
588825, 5632, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84805, 
588825, 5632, assay component, success, 4, null, 4, null, 
588825, 5632, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84807, 
588825, 5632, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84808, 
588825, 5632, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84809, 
588825, 5632, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84810, 
588825, 5632, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84811, 
588825, 5632, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84812, 
588825, 5632, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84813, 
588825, 5632, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84804, 
588825, 5632, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84815, 
588825, 5632, assay component, success, 6, null, 6, null, 
588825, 5632, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84817, 
588825, 5632, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 84808, 
588825, 5632, detection method, success, 2, null, 2, null, 
588825, 5632, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 84809, 
588825, 5632, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 84820, 
