aid, adid, context_name, load_result_type, num_potential_contexts_to_load, num_existing_contexts, num_contexts_loaded, message
1984, 3991, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115062, 
1984, 3991, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115063, 
1984, 3991, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115065, 
1984, 3991, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115067, 
1984, 3991, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115068, 
1995, null, biology, fail, 2, null, 0, Attributes in context not found in database:  GI:17979, 
1995, null, assay component, fail, 6, null, 0, Attributes in context not found in database:  transcriptional co-activator p/CIP, 
1995, null, assay component, fail, 6, null, 0, Attributes in context not found in database:  eGFP-pCIP-F442A cella, 
1995, null, assay format, fail, 2, null, 0, could not find ADID for AID, 
2005, 4421, biology, success, 1, null, 1, null, 
2005, 4421, assay format, success, 2, null, 2, null, 
2005, 4421, assay component, success, 6, null, 6, null, 
2005, 4421, detection method type, success, 2, null, 2, null, 
2005, 4421, assay readout, success, 3, null, 3, null, 
2005, 4421, detection method, success, 2, null, 2, null, 
2005, 4421, assay footprint, success, 1, null, 1, null, 
2005, 4421, measurement wavelength, success, 2, null, 2, null, 
2005, 4421, activity threshold, success, 3, null, 3, null, 
2005, 4421, number of replicates, success, 2, null, 2, null, 
2005, 4421, project lead name, success, 1, null, 1, null, 
2005, 4421, biology, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115069, 
2005, 4421, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115070, 
2005, 4421, assay component, alreadyLoaded, 6, 6, 0, duplicate context already exists in database 115071, 
2005, 4421, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115072, 
2005, 4421, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115073, 
2005, 4421, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115074, 
2005, 4421, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115076, 
2005, 4421, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115078, 
2005, 4421, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115079, 
2005, 4421, biology, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115069, 
2005, 4421, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115070, 
2005, 4421, assay component, alreadyLoaded, 6, 6, 0, duplicate context already exists in database 115071, 
2005, 4421, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115072, 
2005, 4421, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115073, 
2005, 4421, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115074, 
2005, 4421, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115075, 
2005, 4421, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115076, 
2005, 4421, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115077, 
2005, 4421, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115078, 
2005, 4421, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115079, 
608, 3250, assay format, success, 1, null, 1, null, 
608, 3250, assay component, success, 6, null, 6, null, 
608, 3250, detection method type, success, 2, null, 2, null, 
608, 3250, assay readout, success, 3, null, 3, null, 
608, 3250, detection method, success, 2, null, 2, null, 
608, 3250, assay footprint, success, 1, null, 1, null, 
608, 3250, activity threshold, success, 3, null, 3, null, 
608, 3250, project lead name, success, 1, null, 1, null, 
696, 3153, biology, success, 2, null, 2, null, 
696, 3153, assay format, success, 2, null, 2, null, 
696, 3153, assay component, success, 6, null, 6, null, 
696, 3153, number of replicates, success, 2, null, 2, null, 
696, 3153, project lead name, success, 1, null, 1, null, 
457, 2746, biology, success, 2, null, 2, null, 
457, 2746, assay format, success, 2, null, 2, null, 
457, 2746, assay component, success, 6, null, 6, null, 
457, 2746, number of replicates, success, 2, null, 2, null, 
457, 2746, project lead name, success, 1, null, 1, null, 
456, 2745, biology, success, 2, null, 2, null, 
456, 2745, assay format, success, 2, null, 2, null, 
456, 2745, assay component, success, 6, null, 6, null, 
456, 2745, number of replicates, success, 2, null, 2, null, 
456, 2745, project lead name, success, 1, null, 1, null, 
454, 2743, biology, success, 2, null, 2, null, 
454, 2743, assay format, success, 2, null, 2, null, 
454, 2743, assay component, success, 6, null, 6, null, 
454, 2743, number of replicates, success, 2, null, 2, null, 
454, 2743, project lead name, success, 1, null, 1, null, 
455, 2744, biology, success, 2, null, 2, null, 
455, 2744, assay format, success, 2, null, 2, null, 
455, 2744, assay component, success, 6, null, 6, null, 
455, 2744, number of replicates, success, 2, null, 2, null, 
455, 2744, project lead name, success, 1, null, 1, null, 
454, 2743, assay component, success, 5, null, 5, null, 
454, 2743, assay component, success, 5, null, 5, null, 
454, 2743, detection method type, success, 2, null, 2, null, 
454, 2743, assay readout, success, 3, null, 3, null, 
454, 2743, detection method, success, 2, null, 2, null, 
454, 2743, assay footprint, success, 1, null, 1, null, 
454, 2743, measurement wavelength, success, 2, null, 2, null, 
454, 2743, activity threshold, success, 3, null, 3, null, 
454, 2743, assay component, success, 5, null, 5, null, 
454, 2743, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115115, 
454, 2743, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115116, 
454, 2743, detection method, success, 2, null, 2, null, 
454, 2743, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115118, 
454, 2743, measurement wavelength, success, 2, null, 2, null, 
454, 2743, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115120, 
454, 2743, assay component, success, 6, null, 6, null, 
455, 2744, assay component, success, 5, null, 5, null, 
455, 2744, assay component, success, 5, null, 5, null, 
455, 2744, detection method type, success, 2, null, 2, null, 
455, 2744, assay readout, success, 3, null, 3, null, 
455, 2744, detection method, success, 2, null, 2, null, 
455, 2744, assay footprint, success, 1, null, 1, null, 
455, 2744, measurement wavelength, success, 2, null, 2, null, 
455, 2744, activity threshold, success, 3, null, 3, null, 
455, 2744, assay component, success, 5, null, 5, null, 
455, 2744, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115127, 
455, 2744, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115128, 
455, 2744, detection method, success, 2, null, 2, null, 
455, 2744, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115130, 
455, 2744, measurement wavelength, success, 2, null, 2, null, 
455, 2744, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115132, 
455, 2744, assay component, success, 6, null, 6, null, 
456, 2745, assay component, success, 5, null, 5, null, 
456, 2745, assay component, success, 5, null, 5, null, 
456, 2745, detection method type, success, 2, null, 2, null, 
456, 2745, assay readout, success, 3, null, 3, null, 
456, 2745, detection method, success, 2, null, 2, null, 
456, 2745, assay footprint, success, 1, null, 1, null, 
456, 2745, measurement wavelength, success, 2, null, 2, null, 
456, 2745, activity threshold, success, 3, null, 3, null, 
456, 2745, assay component, success, 5, null, 5, null, 
456, 2745, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115139, 
456, 2745, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115140, 
456, 2745, detection method, success, 2, null, 2, null, 
456, 2745, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115142, 
456, 2745, measurement wavelength, success, 2, null, 2, null, 
456, 2745, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115144, 
456, 2745, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115139, 
456, 2745, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115140, 
456, 2745, detection method, success, 2, null, 2, null, 
456, 2745, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115142, 
456, 2745, measurement wavelength, success, 2, null, 2, null, 
456, 2745, assay component, success, 6, null, 6, null, 
457, 2746, assay component, success, 5, null, 5, null, 
457, 2746, assay component, success, 5, null, 5, null, 
457, 2746, detection method type, success, 2, null, 2, null, 
457, 2746, assay readout, success, 3, null, 3, null, 
457, 2746, detection method, success, 2, null, 2, null, 
457, 2746, assay footprint, success, 1, null, 1, null, 
457, 2746, measurement wavelength, success, 2, null, 2, null, 
457, 2746, activity threshold, success, 3, null, 3, null, 
457, 2746, assay component, success, 5, null, 5, null, 
457, 2746, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115153, 
457, 2746, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115154, 
457, 2746, detection method, success, 2, null, 2, null, 
457, 2746, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115156, 
457, 2746, measurement wavelength, success, 2, null, 2, null, 
457, 2746, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115158, 
696, 3153, assay component, success, 3, null, 3, null, 
696, 3153, detection method type, success, 2, null, 2, null, 
696, 3153, assay readout, success, 3, null, 3, null, 
696, 3153, detection method, success, 2, null, 2, null, 
696, 3153, assay footprint, success, 1, null, 1, null, 
696, 3153, activity threshold, success, 2, null, 2, null, 
696, 3153, assay component, success, 4, null, 4, null, 
696, 3153, assay component, success, 4, null, 4, null, 
1817, 3905, assay component, success, 5, null, 5, null, 
1817, 3905, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115028, 
1817, 3905, assay readout, success, 3, null, 3, null, 
1817, 3905, detection method, success, 2, null, 2, null, 
1817, 3905, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115030, 
1817, 3905, measurement wavelength, success, 2, null, 2, null, 
1817, 3905, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115032, 
1817, 3905, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115033, 
399, 334, biology, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115016, 
399, 334, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115017, 
399, 334, assay component, alreadyLoaded, 5, 5, 0, duplicate context already exists in database 115018, 
399, 334, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115019, 
399, 334, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115020, 
399, 334, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115021, 
399, 334, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115022, 
399, 334, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115023, 
1817, 3905, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115025, 
1817, 3905, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115026, 
1817, 3905, assay component, alreadyLoaded, 6, 6, 0, duplicate context already exists in database 115027, 
1817, 3905, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115028, 
1817, 3905, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115029, 
1817, 3905, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115030, 
1817, 3905, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115031, 
1817, 3905, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115032, 
1817, 3905, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115033, 
1817, 3905, project lead name, success, 1, null, 1, null, 
1826, null, project lead name, fail, 1, null, 0, could not find ADID for AID, 
2127, 4341, project lead name, success, 1, null, 1, null, 
2141, 4386, project lead name, success, 1, null, 1, null, 
1817, 3905, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115034, 
1817, 3905, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115026, 
1817, 3905, assay component, alreadyLoaded, 5, 5, 0, duplicate context already exists in database 115035, 
1817, 3905, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115028, 
1817, 3905, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115029, 
1817, 3905, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115030, 
1817, 3905, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115031, 
1817, 3905, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115032, 
1817, 3905, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115033, 
1817, 3905, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115174, 
1817, 3905, assay component, alreadyLoaded, 5, 5, 0, duplicate context already exists in database 115170, 
1817, 3905, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115028, 
1817, 3905, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115171, 
1817, 3905, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115172, 
1817, 3905, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115030, 
1817, 3905, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115173, 
1817, 3905, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115032, 
1817, 3905, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115033, 
1817, 3905, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115174, 
2141, 4386, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115176, 
1984, 3991, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115058, 
1984, 3991, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115059, 
1984, 3991, assay component, alreadyLoaded, 6, 6, 0, duplicate context already exists in database 115060, 
1984, 3991, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115061, 
1984, 3991, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115062, 
1984, 3991, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115063, 
1984, 3991, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115064, 
1984, 3991, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115065, 
1984, 3991, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115066, 
1984, 3991, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115067, 
1984, 3991, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115068, 
1984, 3991, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115058, 
1984, 3991, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115059, 
1984, 3991, assay component, alreadyLoaded, 6, 6, 0, duplicate context already exists in database 115060, 
1984, 3991, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115061, 
1984, 3991, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115062, 
1984, 3991, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115063, 
1984, 3991, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115065, 
1984, 3991, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115067, 
1984, 3991, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115068, 
1995, null, biology, fail, 2, null, 0, Attributes in context not found in database:  GI:17979, 
1995, null, assay component, fail, 6, null, 0, Attributes in context not found in database:  transcriptional co-activator p/CIP, 
1995, null, assay component, fail, 6, null, 0, Attributes in context not found in database:  eGFP-pCIP-F442A cella, 
1995, null, assay format, fail, 2, null, 0, could not find ADID for AID, 
2005, 4421, biology, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115069, 
2005, 4421, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115070, 
2005, 4421, assay component, alreadyLoaded, 6, 6, 0, duplicate context already exists in database 115071, 
2005, 4421, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115072, 
2005, 4421, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115073, 
2005, 4421, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115074, 
2005, 4421, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115075, 
2005, 4421, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115076, 
2005, 4421, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115077, 
2005, 4421, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115078, 
2005, 4421, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115079, 
2005, 4421, biology, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115069, 
2005, 4421, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115070, 
2005, 4421, assay component, alreadyLoaded, 6, 6, 0, duplicate context already exists in database 115071, 
2005, 4421, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115072, 
2005, 4421, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115073, 
2005, 4421, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115074, 
2005, 4421, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115076, 
2005, 4421, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115078, 
2005, 4421, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115079, 
2005, 4421, biology, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115069, 
2005, 4421, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115070, 
2005, 4421, assay component, alreadyLoaded, 6, 6, 0, duplicate context already exists in database 115071, 
2005, 4421, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115072, 
2005, 4421, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115073, 
2005, 4421, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115074, 
2005, 4421, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115075, 
2005, 4421, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115076, 
2005, 4421, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115077, 
2005, 4421, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115078, 
2005, 4421, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115079, 
608, 3250, assay format, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115080, 
608, 3250, assay component, alreadyLoaded, 6, 6, 0, duplicate context already exists in database 115081, 
608, 3250, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115082, 
608, 3250, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115083, 
608, 3250, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115084, 
608, 3250, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115085, 
608, 3250, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115086, 
608, 3250, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115087, 
696, 3153, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115088, 
696, 3153, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115089, 
696, 3153, assay component, alreadyLoaded, 6, 6, 0, duplicate context already exists in database 115090, 
696, 3153, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115091, 
696, 3153, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115092, 
696, 3153, assay component, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115162, 
696, 3153, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115163, 
696, 3153, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115164, 
696, 3153, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115165, 
696, 3153, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115166, 
696, 3153, activity threshold, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115167, 
696, 3153, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115092, 
696, 3153, assay component, alreadyLoaded, 4, 4, 0, duplicate context already exists in database 115168, 
696, 3153, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115092, 
696, 3153, assay component, alreadyLoaded, 4, 4, 0, duplicate context already exists in database 115169, 
696, 3153, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115092, 
457, 2746, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115093, 
457, 2746, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115094, 
457, 2746, assay component, alreadyLoaded, 6, 6, 0, duplicate context already exists in database 115095, 
457, 2746, number of replicates, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115096, 
457, 2746, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115097, 
457, 2746, assay component, alreadyLoaded, 5, 5, 0, duplicate context already exists in database 115151, 
457, 2746, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115097, 
457, 2746, assay component, alreadyLoaded, 5, 5, 0, duplicate context already exists in database 115152, 
457, 2746, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115153, 
457, 2746, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115154, 
457, 2746, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115155, 
457, 2746, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115156, 
457, 2746, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115157, 
457, 2746, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115158, 
457, 2746, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115097, 
457, 2746, assay component, alreadyLoaded, 5, 5, 0, duplicate context already exists in database 115159, 
457, 2746, detection method type, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115153, 
457, 2746, assay readout, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115154, 
457, 2746, detection method, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115160, 
457, 2746, assay footprint, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115156, 
457, 2746, measurement wavelength, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115161, 
457, 2746, activity threshold, alreadyLoaded, 3, 3, 0, duplicate context already exists in database 115158, 
457, 2746, project lead name, alreadyLoaded, 1, 1, 0, duplicate context already exists in database 115097, 
456, 2745, biology, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115098, 
456, 2745, assay format, alreadyLoaded, 2, 2, 0, duplicate context already exists in database 115099, 
456, 2745, assay component, alreadyLoaded, 6, 6, 0, duplicate context already exists in database 115100, 
